"","TIME","PUN","DEM","SOLAR","WIND"
"434",2016-03-09,25.5791666666667,6568459,107662.624,40408.6345
"435",2016-03-10,26.25125,6589316,85547.088,86442.8305
"436",2016-03-11,28.2133333333333,6498898,62048.7715,127250.0575
"437",2016-03-12,27.7104166666667,5633129,65915.838,115697.9645
"438",2016-03-13,22.755,5276658,65615.7925,111102.615
"439",2016-03-14,27.4008333333333,6465064,107101.114,95459.391
"440",2016-03-15,27.1504166666667,6612481,39865.2525,81821.421
"441",2016-03-16,25.4870833333333,6550872,96506.099,46557.0045
"442",2016-03-17,27.5166666666667,6571544,132929.2525,19243.844
"443",2016-03-18,25.3670833333333,6440902,112481.6685,71306.6765
"444",2016-03-19,24.3141666666667,5573252,71485.7105,52433.423
"445",2016-03-20,18.0116666666667,5155312,71953.693,50678.078
"446",2016-03-21,25.2783333333333,6327789,60111.084,63334.401
"447",2016-03-22,28.465,6432762,66771.35,63087.187
"448",2016-03-23,26.4745833333333,6267095,64230.5535,49955.774
"449",2016-03-24,27.8604166666667,6255593,81392.886,109568.2085
"450",2016-03-25,25.6258333333333,5231088,36804.6505,40896.5045
"451",2016-03-26,19.2266666666667,5114145,92361.041,73968.0265
"452",2016-03-27,10.5541666666667,4765298,82244.8735,60916.8525
"453",2016-03-28,1.50083333333333,4885476,94297.6525,81138.0765
"454",2016-03-29,23.1604166666667,6098076,98036.3975,74551.874
"455",2016-03-30,27.14,6023932,67044.236,46920.82
"456",2016-03-31,27.8054166666667,6047744,86660.4605,42396.0895
"457",2016-04-01,27.6295833333333,5949871,103292.2755,70608.0285
"458",2016-04-02,21.2704166666667,5057375,157099.82,75697.207
"459",2016-04-03,17.8116666666667,4810103,121841.2205,99492.252
"460",2016-04-04,27.2058333333333,6051909,106937.601,34964.9475
"461",2016-04-05,26.7479166666667,6124327,96261.017,22101.0925
"462",2016-04-06,22.3375,6079279,91308.562,97727.419
"463",2016-04-07,23.3483333333333,6096121,89700.275,40787.6
"464",2016-04-08,28.6616666666667,6019500,89485.549,118998.022
"465",2016-04-09,23.65875,5164854,102900.7535,127526.5725
"466",2016-04-10,18.8441666666667,4847082,95773.4705,109353.113
"467",2016-04-11,24.2170833333333,5751140,152663.2965,49315.5525
"468",2016-04-12,28.33875,6019743,119195.58,12026.474
"469",2016-04-13,28.5658333333333,6033181,97855.9555,18547.387
"470",2016-04-14,26.6608333333333,6039277,115208.3925,115262.4895
"471",2016-04-15,25.1370833333333,5946453,73578.731,34782.475
"472",2016-04-16,18.7308333333333,5082656,87990.676,65446.6455
"473",2016-04-17,18.7104166666667,4706678,85457.326,92199.7915
"474",2016-04-18,23.7729166666667,5925564,118076.354,66303.4585
"475",2016-04-19,20.5395833333333,5883167,130758.373,114866.36
"476",2016-04-20,24.11875,5912659,172824.092,75124.1695
"477",2016-04-21,26.5716666666667,6107599,181712.093,26001.73
"478",2016-04-22,26.0591666666667,6015656,146959.9655,29906.171
"479",2016-04-23,21.895,5185335,83980.681,26059.8975
"480",2016-04-24,15.9966666666667,4834242,136000.3895,150220.963
"481",2016-04-25,26.4325,6017621,123328.464,103096.302
"482",2016-04-26,27.1079166666667,5973350,104472.2725,66454.351
"483",2016-04-27,26.1341666666667,6159455,106584.334,84966.5085
"484",2016-04-28,30.1025,6168896,141496.63,26316.7765
"485",2016-04-29,25.5291666666667,6055736,148071.214,26211.6265
"486",2016-04-30,24.1670833333333,5128581,134547.277,44596.96625
"487",2016-05-01,18.7054166666667,4710597,104282.2285,44239.338
"488",2016-05-02,28.0179166666667,5934878,152886.606,64153.282
"489",2016-05-03,28.2195833333333,6043593,114037.246,117202.49
"490",2016-05-04,27.38625,5863559,162166.4695,153769.762
"491",2016-05-05,19.2108333333333,4795450,179590.63,85005.8855
"492",2016-05-06,22.4029166666667,5482512,195857.941,31226.4605
"493",2016-05-07,14.2525,5090629,197554.232,37399.537
"494",2016-05-08,-12.7754166666667,4775217,195276.3275,45214.509
"495",2016-05-09,22.2583333333333,5591361,185148.055,56414.494
"496",2016-05-10,27.0054166666667,5817793,137554.117,71607.1795
"497",2016-05-11,24.83875,5944249,163471.107,59542.9705
"498",2016-05-12,25.6033333333333,6002986,111773.88,101464.536
"499",2016-05-13,26.6283333333333,5880324,116100.957,62847.1105
"500",2016-05-14,13.105,4974812,135541.152,104104.1715
"501",2016-05-15,7.4725,4477091,137279.551,115908.17
"502",2016-05-16,21.59125,4595786,119689.6995,77777.4605
"503",2016-05-17,30.1029166666667,5809393,125161.1795,68756.9495
"504",2016-05-18,30.5691666666667,5935414,151100.1755,28025.899
"505",2016-05-19,33.3708333333333,6053451,102586.355,25740.137
"506",2016-05-20,27.64875,5995780,130034.6345,64534.7355
"507",2016-05-21,20.9983333333333,5115195,167777.324,26190.229
"508",2016-05-22,6.29041666666667,4744179,176654.95,97543.1255
"509",2016-05-23,29.2416666666667,5898852,78031.9655,98733.8475
"510",2016-05-24,29.485,5997111,58538.187,128399.2035
"511",2016-05-25,30.7045833333333,6050412,131044.6595,76118.7415
"512",2016-05-26,27.4620833333333,5136322,158112.625,24129.1175
"513",2016-05-27,28.8979166666667,5639379,126351.6955,20216.327
"514",2016-05-28,22.79375,4979488,137408.7105,46821.696
"515",2016-05-29,13.5058333333333,4716782,108051.7905,NA
"516",2016-05-30,25.1666666666667,5964013,102922.350833333,NA
"517",2016-05-31,28.9158333333333,6088426,122416.959166667,31018.275
"518",2016-06-01,30.32625,6077276,96526.794,28228.769
"519",2016-06-02,28.9033333333333,5909735,110232.4555,16512.9915
"520",2016-06-03,29.1283333333333,6055387,129914.3755,17688.1995
"521",2016-06-04,25.1283333333333,5092405,138000.6555,14002.4665
"522",2016-06-05,20.35625,4731569,141635.72,25660.7325
"523",2016-06-06,30.55125,5959768,180183.8015,50250.2315
"524",2016-06-07,29.1875,6079797,183494.9175,26498.5805
"525",2016-06-08,28.90375,5897274,153629.203,15190.7435
"526",2016-06-09,30.66,5848920,134818.8375,27943.3425
"527",2016-06-10,26.4041666666667,5992750,181754.822,43181.539
"528",2016-06-11,26.0029166666667,5018630,108022.9945,14830.5795
"529",2016-06-12,22.395,4666567,94686.666,22220.555
"530",2016-06-13,29.5816666666667,5923494,93341.004,49872.8335
"531",2016-06-14,30.3091666666667,6106524,113457.89,37699.783
"532",2016-06-15,30.6058333333333,6132579,124929.683,48677.294
"533",2016-06-16,30.4795833333333,6097207,139267.308,105818.461
"534",2016-06-17,27.8683333333333,6008091,111605.2205,86532.5485
"535",2016-06-18,21.5766666666667,5111180,147663.8585,17846.2005
"536",2016-06-19,17.8454166666667,4749803,119716.4275,51110.4175
"537",2016-06-20,27.0016666666667,5973800,143183.8305,97275.9625
"538",2016-06-21,33.3120833333333,6104299,83019.196,12512.9095
"539",2016-06-22,32.47625,6084987,147815.413,9642.822
"540",2016-06-23,29.28125,6105898,195324.922,18262.8715
"541",2016-06-24,30.93625,6035684,180312.2195,33652.554
"542",2016-06-25,26.775,5150163,107258.699,53955.6085
"543",2016-06-26,16.9608333333333,4725101,129038.2295,42409.786
"544",2016-06-27,28.0266666666667,5998636,136295.856,114131.903
"545",2016-06-28,32.8670833333333,6076367,142003.936,51270.3275
"546",2016-06-29,27.42375,6108702,153876.6345,24019.435
"547",2016-06-30,29.8645833333333,6138090,110344.833,52137.94875
"548",2016-07-01,26.6233333333333,6004684,141595.581,29834.57475
"549",2016-07-02,20.4316666666667,5174198,105570.5125,47679.6235
"550",2016-07-03,15.1208333333333,4749967,150918.3505,81264.1235
"551",2016-07-04,31.1795833333333,5945834,148151.34,21298.6625
"552",2016-07-05,25.33375,6084431,142214.706,42554.0095
"553",2016-07-06,17.7608333333333,6109001,158996.107,110678.042
"554",2016-07-07,29.6025,6132473,182683.665,23426.933
"555",2016-07-08,28.0008333333333,6016967,154364.9975,27060.498
"556",2016-07-09,20.5733333333333,5123153,161889.316,82065.4505
"557",2016-07-10,15.26875,4758177,185275.4705,31548.785
"558",2016-07-11,25.5570833333333,5998747,148984.2425,71323.6055
"559",2016-07-12,30.1170833333333,6112172,111468.9595,87386.813
"560",2016-07-13,32.22625,6175454,111334.3575,67517.835
"561",2016-07-14,24.8695833333333,6169416,118010.44,164513.2575
"562",2016-07-15,26.5216666666667,6005300,125612.0765,139757.999
"563",2016-07-16,24.6033333333333,5132917,138075.192,147403.422
"564",2016-07-17,21.6791666666667,4802373,119354.2115,123245.744
"565",2016-07-18,30.0204166666667,6030484,165941.258,76461.392
"566",2016-07-19,32.41875,6128532,184171.522,32398.317
"567",2016-07-20,29.3845833333333,6058168,198688.1445,18208.0725
"568",2016-07-21,32.9275,6101447,120757.7,7447.011
"569",2016-07-22,31.9995833333333,6005809,149076.403,12087.5435
"570",2016-07-23,29.3766666666667,5089343,127176.7125,10343.1225
"571",2016-07-24,27.0458333333333,4701676,146309.3165,8031.6965
"572",2016-07-25,33.1479166666667,5916196,133484.0115,21336.7265
"573",2016-07-26,32.9470833333333,6024157,129461.0755,45190.604
"574",2016-07-27,33.4158333333333,6087289,121899.7935,28833.466
"575",2016-07-28,31.6966666666667,6061657,126592.9965,37857.862
"576",2016-07-29,30.1525,5925376,129904.364,42939.2405
"577",2016-07-30,27.52875,5014594,144457.1355,16384.8455
"578",2016-07-31,25.0829166666667,4658204,101756.089,41534.968
"579",2016-08-01,29.925,5888986,153204.146,91245.19
"580",2016-08-02,32.4354166666667,5981224,88211.223,23155.144
"581",2016-08-03,29.0766666666667,5917670,88560.6035,36899.7125
"582",2016-08-04,28.2641666666667,5949058,132251.015,51275.714
"583",2016-08-05,31.6020833333333,5858121,94810.219,119396.119
"584",2016-08-06,24.0841666666667,4977329,136185.2765,113940.2755
"585",2016-08-07,15.0854166666667,4575881,173348.6045,60010.7435
"586",2016-08-08,21.6816666666667,5724367,151461.2755,24689.19
"587",2016-08-09,28.75125,5812993,92763.1165,51872.4215
"588",2016-08-10,28.1779166666667,5896571,123040.986,73902.3385
"589",2016-08-11,28.8341666666667,5918614,136818.6895,71822.4825
"590",2016-08-12,27.8004166666667,5789335,48860.7165,59353.8585
"591",2016-08-13,18.9329166666667,4936062,151774.4475,31957.777
"592",2016-08-14,21.895,4562233,148935.1125,16345.588
"593",2016-08-15,28.0716666666667,5513999,153583.926,22162.5375
"594",2016-08-16,29.6116666666667,5825988,156057.93,13861.4135
"595",2016-08-17,29.7870833333333,5827999,160143.6655,20082.8875
"596",2016-08-18,30.7995833333333,5816935,148160.374,21749.305
"597",2016-08-19,30.6170833333333,5738630,148896.243,19124.053
"598",2016-08-20,24.1220833333333,4989862,108034.93,31609.8245
"599",2016-08-21,15.3466666666667,4640865,114443.545,84748.098
"600",2016-08-22,28.59875,5759429,108825.471,139220.8145
"601",2016-08-23,31.5479166666667,5906165,150701.3355,77596.1195
"602",2016-08-24,29.5116666666667,6002462,170113.085,37602.3265
"603",2016-08-25,28.7470833333333,5976368,174760.5055,24409.679
"604",2016-08-26,29.7508333333333,5863336,171812.5235,44131.8865
"605",2016-08-27,25.9841666666667,5073537,165042.8205,49713.97
"606",2016-08-28,21.7491666666667,4686093,153297.016,64927.779
"607",2016-08-29,29.1045833333333,5898088,105893.4865,46155.97
"608",2016-08-30,32.13625,5998185,150484.9775,46274.1985
"609",2016-08-31,30.6008333333333,6090022,164148.469,24296.3295
"610",2016-09-01,31.3166666666667,6122827,116711.9525,17650.41275
"611",2016-09-02,30.95875,6055831,137762.2595,20887.749
"612",2016-09-03,29.205,5198471,119401.1485,14137.9065
"613",2016-09-04,24.1383333333333,4856669,76467.7945,49308.672
"614",2016-09-05,37.1191666666667,6063347,80114.763,128316.2425
"615",2016-09-06,32.8716666666667,6042777,135382.564,112055.5555
"616",2016-09-07,30.8158333333333,6024460,155610.3265,26366.2035
"617",2016-09-08,30.9391666666667,6024999,156977.1845,22724.4075
"618",2016-09-09,32.7925,5929253,139727.9945,5881.9755
"619",2016-09-10,27.8483333333333,5081836,144880.94,4903.7375
"620",2016-09-11,27.27875,4764245,120810.3205,4878.118
"621",2016-09-12,33.2908333333333,5930256,147857.4665,7618.568
"622",2016-09-13,31.67125,6049252,149852.0085,NA
"623",2016-09-14,29.0725,6151593,146759.159,NA
"624",2016-09-15,27.9116666666667,6170819,139134.685,65339.1945
"625",2016-09-16,32.9758333333333,6079537,90553.203,42906.438
"626",2016-09-17,27.0816666666667,5177166,47161.445,73150.763
"627",2016-09-18,24.94875,4810568,68267.65,28251.665
"628",2016-09-19,34.8254166666667,5978161,62346.6735,119194.265
"629",2016-09-20,34.5645833333333,5962797,78090.0145,106863.0715
"630",2016-09-21,35.04875,6118032,110684.885,30355.969
"631",2016-09-22,32.5908333333333,6190679,128549.8635,20204.4775
"632",2016-09-23,31.1029166666667,6013184,100186.969,12168.195
"633",2016-09-24,29.175,5202626,129560.0045,11115.3955
"634",2016-09-25,23.14875,4820888,136453.515,15334.2085
"635",2016-09-26,37.05375,6017246,95032.3,10528.397
"636",2016-09-27,34.1945833333333,6103788,105578.087,9848.0815
"637",2016-09-28,24.2170833333333,6157897,95951.733,51171.678
"638",2016-09-29,22.9,6181794,105552.747,66225.63975
"639",2016-09-30,34.2645833333333,6070897,86632.167,24551.953
"640",2016-10-01,33.1125,5105940,63641.5615,35359.709
"641",2016-10-02,29.9054166666667,4603494,63144.982,48765.6465
"642",2016-10-03,30.3408333333333,4845124,65378.034,137722.676
"643",2016-10-04,30.22375,5944755,68182.4345,228829.6555
"644",2016-10-05,28.92625,6204822,97455.843,191770.113
"645",2016-10-06,32.2308333333333,6240285,29402.776,127171.976
"646",2016-10-07,38.5558333333333,6148116,43722.433,31161.583
"647",2016-10-08,35.9708333333333,5339263,57374.8545,27239.3415
"648",2016-10-09,33.4675,4973866,64604.2335,22906.7305
"649",2016-10-10,50.2341666666667,6128174,74059.3375,26293.518
"650",2016-10-11,38.04375,6358700,52420.1315,52102.0795
"651",2016-10-12,36.8779166666667,6431007,44473.0295,111196.1185
"652",2016-10-13,33.4270833333333,6520944,65775.6735,70540.9285
"653",2016-10-14,29.1966666666667,6405651,75717.69,191659.909
"654",2016-10-15,32.54125,5432017,43169.8055,91131.60975
"655",2016-10-16,33.5325,5059239,78028.2855,43209.88475
"656",2016-10-17,42.0341666666667,6285663,46099.227,76364.42825
"657",2016-10-18,39.8991666666667,6407747,43030.725,66107.96
"658",2016-10-19,40.4566666666667,6481714,40334.2675,38225.10775
"659",2016-10-20,40.6908333333333,6550168,38840.9685,15756.50325
"660",2016-10-21,39.9295833333333,6450208,31944.344,16643.293
"661",2016-10-22,37.4541666666667,5572983,44986.723,43809.908
"662",2016-10-23,34.5741666666667,5105737,62824.3785,81305.593
"663",2016-10-24,42.2308333333333,6381120,41313.5555,57634.0845
"664",2016-10-25,52.88,6464501,27546.2715,41558.4325
"665",2016-10-26,44.9529166666667,6366473,36209.9655,63609.2855
"666",2016-10-27,39.2133333333333,6473182,43786.505,40376.66775
"667",2016-10-28,36.16625,6377672,42996.362,54078.8135
"668",2016-10-29,34.5433333333333,5426558,41219.551,135519.23525
"669",2016-10-30,36.8033333333333,5045687,52833.378,NA
"670",2016-10-31,42.97875,6162731.5,53131.7565,38848.9775
"671",2016-11-01,34.4883333333333,6511141.5,62742.445,40911.54125
"672",2016-11-02,33.3629166666667,6286971,39962.095,140201.88325
"673",2016-11-03,45.48875,6552035,51641.6255,91425.1915
"674",2016-11-04,40.5479166666667,6585212,45881.009,103723.83375
"675",2016-11-05,38.6616666666667,5647027,21840.9575,120492.77125
"676",2016-11-06,34.5608333333333,5221979,24405.779,82297.1135
"677",2016-11-07,39.1270833333333,6387733,30681.366,66173.61775
"678",2016-11-08,54.1704166666667,6588396,37118.6875,26290.70375
"679",2016-11-09,48.21375,6771592,39322.6785,46878.4845
"680",2016-11-10,51.92625,6827350,17858.3785,48686.1065
"681",2016-11-11,47.7870833333333,6724283,22493.3095,33309.8715
"682",2016-11-12,39.5229166666667,5931112,34774.0955,195154.89675
"683",2016-11-13,37.0191666666667,5445229,42332.628,132620.60525
"684",2016-11-14,39.7520833333333,6617293,63571.4385,35750.72775
"685",2016-11-15,40.36625,6854454,12267.1075,51134.67175
"686",2016-11-16,42.6766666666667,6985711,9568.655,52229.21325
"687",2016-11-17,32.8366666666667,7008516,18170.282,70082.25575
"688",2016-11-18,24.745,6847764,27404.907,160876.50025
"689",2016-11-19,31.55375,5915937,19267.215,103669.811
"690",2016-11-20,-0.32,5464727,37844.7855,150475.6275
"691",2016-11-21,34.2658333333333,6698533,32533.6625,206020.1045
"692",2016-11-22,38.7775,6874791,38277.938,189545.01925
"693",2016-11-23,45.3054166666667,6838700,36633.8685,123667.0875
"694",2016-11-24,39.8329166666667,6828273,31042.2225,72470.5125
"695",2016-11-25,42.6133333333333,6762272,23096.768,26353.13375
"696",2016-11-26,38.2395833333333,5939705,16521.0795,NA
"697",2016-11-27,31.29375,5552392,19820.313,NA
"698",2016-11-28,41.1883333333333,6738800,53310.169,NA
"699",2016-11-29,42.4270833333333,6907826,57029.0995,97089.36375
"700",2016-11-30,35.9733333333333,6991959,36363.2235,96755.117
"701",2016-12-01,26.8108333333333,7135574,17445.82,257891.68275
"702",2016-12-02,39.675,6978475,21313.6215,209705.423
"703",2016-12-03,41.0975,6089745,43150.3205,45813.974
"704",2016-12-04,38.2625,5518799,44828.9645,24164.98125
"705",2016-12-05,48.94625,6775497,43461.8295,45804.00375
"706",2016-12-06,58.1275,7019130,34530.64,52158.34775
"707",2016-12-07,37.4870833333333,7100542,22758.546,51415.5115
"708",2016-12-08,30.6329166666667,6904000,33462.825,44516.0105
"709",2016-12-09,35.7791666666667,6885426,22337.4195,99054.11725
"710",2016-12-10,32.3891666666667,5888981,34305.9825,61168.6155
"711",2016-12-11,28.7004166666667,5474155,11621.262,159394.951
"712",2016-12-12,47.94875,6748685,13947.9075,190479.97325
"713",2016-12-13,49.08125,6951924,17381.908,37907.1725
"714",2016-12-14,60.14,6860308,16305.1035,24437.2195
"715",2016-12-15,49.8125,6883819,22415.2585,44989.30825
"716",2016-12-16,53.3866666666667,6740649,37463.195,53871.0565
"717",2016-12-17,46.5283333333333,5871661,26081.101,36401.517
"718",2016-12-18,43.8645833333333,5365333,10616.2835,43226.257
"719",2016-12-19,57.3066666666667,6529570,18284.019,47660.46125
"720",2016-12-20,48.59125,6655820,31587.452,112789.46625
"721",2016-12-21,40.15625,6561661,32007.286,119225.3985
"722",2016-12-22,45.0120833333333,6606611,19965.6835,30211.37725
"723",2016-12-23,37.3929166666667,6400309,15040.3725,36726.84225
"724",2016-12-24,7.26708333333333,5204362,13159.9285,91741.265
"725",2016-12-25,-1.94041666666667,4687448,6689.6845,201539.139
"726",2016-12-26,-12.79125,4796976,11930.2285,174416.86075
"727",2016-12-27,5.93041666666667,5930522,20337.555,258163.5165
"728",2016-12-28,42.15625,6025159,16380.4465,170784.647
"729",2016-12-29,46.1766666666667,5812679,35466.158,89970.8495
"730",2016-12-30,41.9966666666667,5516504,41309.079,26213.48625
"731",2016-12-31,35.6466666666667,4877595,35435.209,22345.27875
"732",2017-01-01,29.7779166666667,4878786,33369.4215,33123.64025
"733",2017-01-02,46.4741666666667,6167303,15382.758,74844.75375
"734",2017-01-03,37.4870833333333,6337356,16722.3345,172889.871
"735",2017-01-04,28.2033333333333,6486580,10268.356,245017.162
"736",2017-01-05,50.1595833333333,6726694,20272.0215,205989.933
"737",2017-01-06,49.3870833333333,6190917,28316.318,199004.601
"738",2017-01-07,38.3995833333333,5688477,11254.83,102823.08
"739",2017-01-08,42.8970833333333,5568431,7068.466,63934.08825
"740",2017-01-09,55.6045833333333,6664556,9123.238,103177.60875
"741",2017-01-10,54.8783333333333,6813746,9886.8895,83252.57025
"742",2017-01-11,34.7979166666667,6990403,8620.535,118668.8615
"743",2017-01-12,35.1379166666667,6979872,12177.8085,144758.78675
"744",2017-01-13,39.5725,7070486,13017.0445,176854.4795
"745",2017-01-14,33.2854166666667,6186557,12439.657,140381.61575
"746",2017-01-15,36.2970833333333,5676406,17125.572,87738.4935
"747",2017-01-16,80.30875,6893772,19103.6505,51570.46025
"748",2017-01-17,85.05875,7166651,18135.9635,142253.30675
"749",2017-01-18,69.74625,7147000,19061.316,79059.0015
"750",2017-01-19,67.13125,7178704,23064.3105,25164.81225
"751",2017-01-20,62.9175,7069787,26436.185,16369.10025
"752",2017-01-21,47.95625,6254146,29026.088,32622.44725
"753",2017-01-22,41.37625,5714848,34431.6055,101264.10825
"754",2017-01-23,76.3825,7059037,26210.9335,70933.14875
"755",2017-01-24,101.825,7171570,18660.226,51301.90125
"756",2017-01-25,85.5558333333333,7227066,25224.597,39122.62375
"757",2017-01-26,48.6,7258742,32511.613,60903.31025
"758",2017-01-27,43.9808333333333,7190917,40532.1755,131833.13725
"759",2017-01-28,42.2404166666667,6337589,42096.4325,74572.6025
"760",2017-01-29,37.66875,5878276,32793.5235,24526.09475
"761",2017-01-30,51.7754166666667,7120112,15584.099,70428.62375
"762",2017-01-31,69.67625,7175054,12908.7815,68282.02225
"763",2017-02-01,50.72125,7270333,28719.3045,15296.02675
"764",2017-02-02,45.2329166666667,7253012,37348.373,19830.54825
"765",2017-02-03,48.0516666666667,7156994,23825.6995,19861.999
"766",2017-02-04,45.2479166666667,6195447,44872.0355,37192.19675
"767",2017-02-05,43.8254166666667,5726107,40292.4935,51455.0465
"768",2017-02-06,61.7320833333333,6925574,22726.781,81601.4405
"769",2017-02-07,53.1041666666667,7121741,27264.4185,172905.20675
"770",2017-02-08,60.2283333333333,7130160,37154.243,79180.885
"771",2017-02-09,57.4458333333333,7202540,46972.173,26847.35975
"772",2017-02-10,44.95625,7060664,41866.6035,98960.091
"773",2017-02-11,38.2329166666667,6189185,47358.918,117611.78425
"774",2017-02-12,33.0175,5629620,49407.6915,75736.31825
"775",2017-02-13,42.4804166666667,6863769,71874.853,31742.345
"776",2017-02-14,43.19125,7061765,88628.2985,24133.9555
"777",2017-02-15,47.14875,7057801,88508.4325,9453.366
"778",2017-02-16,40.59375,7062601,66408.281,17914.75
"779",2017-02-17,43.1291666666667,6954769,25520.1815,51159.071
"780",2017-02-18,40.0133333333333,6084674,39066.1995,63091.70925
"781",2017-02-19,28.4141666666667,5686280,53817.5195,31532.73075
"782",2017-02-20,30.4391666666667,6949637,27234.273,96387.1375
"783",2017-02-21,33.11,7048200,23948.207,164556.6155
"784",2017-02-22,22.9125,7122404,25164.068,149351.72775
"785",2017-02-23,26.1616666666667,7056706,54306.1305,147948.33925
"786",2017-02-24,29.6775,6970003,66005.5085,179021.22925
"787",2017-02-25,28.8320833333333,6085268,80325.342,74769.9135
"788",2017-02-26,14.1616666666667,5637679,40171.886,97405.385
"789",2017-02-27,28.3616666666667,6858297,65189.989,128225.38225
"790",2017-02-28,30.6441666666667,6981342,52088.093,178856.169
"791",2017-03-01,35.5766666666667,6956634,56879.068,149872.54025
"792",2017-03-02,27.2354166666667,6893796,72668.9915,141674.248
"793",2017-03-03,38.4570833333333,6739807,74387.8385,142905.80625
"794",2017-03-04,33.4079166666667,6000258,92865.6675,227230.71175
"795",2017-03-05,18.2641666666667,5460362,71465.9135,113081.0115
"796",2017-03-06,38.8304166666667,6560778,56370.44,74906.76625
"797",2017-03-07,44.62625,6772922,39034.758,82670.742
"798",2017-03-08,36.27625,6716415,49722.326,101781.61025
"799",2017-03-09,37.8129166666667,6656601,40483.5035,55796.4635
"800",2017-03-10,34.0666666666667,6649114,80121.3025,219411.27325
"801",2017-03-11,32.7320833333333,5826383,108478.5995,116635.254
"802",2017-03-12,18.7283333333333,5346775,122795.142,73979.26125
"803",2017-03-13,36.4179166666667,6550772,122865.8905,49900.003
"804",2017-03-14,34.25,6707273,95119.673,71820.755
"805",2017-03-15,33.9966666666667,6673735,77864.224,97038.8075
"806",2017-03-16,34.0675,6692710,127429.7495,64577.175
"807",2017-03-17,28.0725,6620289,84666.894,88039.09325
"808",2017-03-18,19.8754166666667,5803907,26662.9665,174392.8915
"809",2017-03-19,13.31625,5327331,29972.038,86594.1855
"810",2017-03-20,29.4,6601903,56302.1905,98493.64475
"811",2017-03-21,30.9558333333333,6674805,66452.682,46582.03375
"812",2017-03-22,35.4566666666667,6653596,79122.1265,45323.81425
"813",2017-03-23,34.1479166666667,6578574,93211.2955,44598.53225
"814",2017-03-24,34.4358333333333,6462042,125098.0355,96359.89525
"815",2017-03-25,28.19125,5718634,146261.7875,36510.107
"816",2017-03-26,27.955,5171561,134123.7005,77809.483
"817",2017-03-27,34.97125,6353191,159566.8045,13065.998
"818",2017-03-28,34.3983333333333,6490600,154454.198,16611.75925
"819",2017-03-29,31.3070833333333,6463121,110938.9605,92786.71225
"820",2017-03-30,33.4091666666667,6399583,108991.169,51876.883
"821",2017-03-31,31.7875,6315222,156476.4195,105752.62325
"822",2017-04-01,30.6004166666667,5400011,135229.7935,157947.86825
"823",2017-04-02,29.7970833333333,5021473,119350.2,57869.5565
"824",2017-04-03,37.5120833333333,6248677,102213.901,42857.274
"825",2017-04-04,38.5616666666667,6318447,118629.554,78901.7695
"826",2017-04-05,31.1341666666667,6335936,102445.7075,142298.6
"827",2017-04-06,31.0591666666667,6298799,101475.481,218002.568
"828",2017-04-07,34.5383333333333,6323830,73949.717,186235.2745
"829",2017-04-08,34.4783333333333,5334810,112381.4045,83493.4435
"830",2017-04-09,27.56125,4929629,168334.7965,14131.13425
"831",2017-04-10,27.345,6187382,140753.8085,58065.56575
"832",2017-04-11,33.5970833333333,6310427,113389.418,155494.6825
"833",2017-04-12,27.0016666666667,6418855,109079.278,62220.52725
"834",2017-04-13,30.2458333333333,6217757,93674.203,121179.3165
"835",2017-04-14,30.5833333333333,5128054,110951.776,57815.90375
"836",2017-04-15,12.3995833333333,5033550,77559.263,85213.82875
"837",2017-04-16,20.275,4765520,86225.9845,131028.4845
"838",2017-04-17,25.5216666666667,4957113,96157.761,75980.2665
"839",2017-04-18,34.4058333333333,6225981,117175.672,130834.4965
"840",2017-04-19,37.2195833333333,6391065,118727.9215,246439.021
"841",2017-04-20,36.7416666666667,6307061,141425.58,217771.1585
"842",2017-04-21,25.7945833333333,6175714,122844.539,127240.14975
"843",2017-04-22,12.6475,5422325,89492.272,151035.07525
"844",2017-04-23,12.78125,4953216,125780.7795,152967.9735
"845",2017-04-24,31.4566666666667,6199167,155905.1205,78772.0195
"846",2017-04-25,36.04875,6357137,96300.0485,113113.92325
"847",2017-04-26,39.9970833333333,6362520,96066.021,116804.30425
"848",2017-04-27,36.7416666666667,6331457,101759.402,56146.56025
"849",2017-04-28,36.8470833333333,6220474,96138.7205,60054.625
"850",2017-04-29,29.9525,5420098,139511.69,58240.066
"851",2017-04-30,-11.2104166666667,4928070,186222.786,47357.2625
"852",2017-05-01,-21.0454166666667,4879082,107952.812,105031.358
"853",2017-05-02,30.1420833333333,6138478,97504.9805,47637.05425
"854",2017-05-03,34.3745833333333,6314340,106860.885,23660.103
"855",2017-05-04,32.9770833333333,6393125,89270.5465,29144.21125
"856",2017-05-05,38.5341666666667,6227575,84898.8535,46861.946
"857",2017-05-06,32.1733333333333,5322922,132067.237,48281.14425
"858",2017-05-07,27.9845833333333,4943237,87423.272,81744.24075
"859",2017-05-08,33.8370833333333,6217029,75772.125,107280.213
"860",2017-05-09,39.825,6292467,126135.7905,87278.80425
"861",2017-05-10,38.7695833333333,6243453,167801.647,58129.02025
"862",2017-05-11,33.5804166666667,6235117,151577.1615,93076.7855
"863",2017-05-12,35.885,6168094,117688.084,43970.15725
"864",2017-05-13,31.7616666666667,5305582,138174.445,60182.75
"865",2017-05-14,28.1770833333333,4879583,139456.4615,30270.51225
"866",2017-05-15,36.4233333333333,6152940,151211.3115,54006.116
"867",2017-05-16,34.2233333333333,6253281,148785.869,62533.891
